location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,ipc_phase,ipc_type,population_in_phase,population_fraction_in_phase,reference_period_start,reference_period_end
AFG,True,True,Takhar,,AF18,Takhar,,,1,4,first projection,76928,0.05,2024-05-01,2024-10-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Takhar Urban,,,,,,1,all,current,258394,1.0,2024-03-01,2024-04-30
AFG,True,True,Takhar Urban,,,,,,1,3+,current,116277,0.45,2024-03-01,2024-04-30
AFG,True,True,Takhar Urban,,,,,,1,1,current,64599,0.25,2024-03-01,2024-04-30
AFG,True,True,Takhar Urban,,,,,,1,2,current,77518,0.3,2024-03-01,2024-04-30
AFG,True,True,Takhar Urban,,,,,,1,3,current,90438,0.35,2024-03-01,2024-04-30
AFG,True,True,Takhar Urban,,,,,,1,4,current,25839,0.1,2024-03-01,2024-04-30
AFG,True,True,Takhar Urban,,,,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Takhar Urban,,,,,,1,all,first projection,258394,1.0,2024-05-01,2024-10-31
AFG,True,True,Takhar Urban,,,,,,1,3+,first projection,103358,0.4,2024-05-01,2024-10-31
AFG,True,True,Takhar Urban,,,,,,1,1,first projection,64599,0.25,2024-05-01,2024-10-31
AFG,True,True,Takhar Urban,,,,,,1,2,first projection,90438,0.35,2024-05-01,2024-10-31
AFG,True,True,Takhar Urban,,,,,,1,3,first projection,90438,0.35,2024-05-01,2024-10-31
AFG,True,True,Takhar Urban,,,,,,1,4,first projection,12920,0.05,2024-05-01,2024-10-31
AFG,True,True,Takhar Urban,,,,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,all,current,802490,1.0,2024-03-01,2024-04-30
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,3+,current,280872,0.35,2024-03-01,2024-04-30
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,1,current,240747,0.3,2024-03-01,2024-04-30
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,2,current,280872,0.35,2024-03-01,2024-04-30
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,3,current,240747,0.3,2024-03-01,2024-04-30
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,4,current,40125,0.05,2024-03-01,2024-04-30
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,all,first projection,802490,1.0,2024-05-01,2024-10-31
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,3+,first projection,240748,0.3,2024-05-01,2024-10-31
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,1,first projection,240747,0.3,2024-05-01,2024-10-31
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,2,first projection,320996,0.4,2024-05-01,2024-10-31
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,3,first projection,200623,0.25,2024-05-01,2024-10-31
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,4,first projection,40125,0.05,2024-05-01,2024-10-31
AFG,True,True,Wardak,,AF04,Maidan Wardak,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,current,484728,1.0,2024-03-01,2024-04-30
AFG,True,True,Zabul,,AF26,Zabul,,,1,3+,current,121182,0.25,2024-03-01,2024-04-30
AFG,True,True,Zabul,,AF26,Zabul,,,1,1,current,145418,0.3,2024-03-01,2024-04-30
AFG,True,True,Zabul,,AF26,Zabul,,,1,2,current,218128,0.45,2024-03-01,2024-04-30
AFG,True,True,Zabul,,AF26,Zabul,,,1,3,current,96946,0.2,2024-03-01,2024-04-30
AFG,True,True,Zabul,,AF26,Zabul,,,1,4,current,24236,0.05,2024-03-01,2024-04-30
AFG,True,True,Zabul,,AF26,Zabul,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,first projection,484728,1.0,2024-05-01,2024-10-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,3+,first projection,96945,0.2,2024-05-01,2024-10-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,1,first projection,193891,0.4,2024-05-01,2024-10-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,2,first projection,193891,0.4,2024-05-01,2024-10-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,3,first projection,72709,0.15,2024-05-01,2024-10-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,4,first projection,24236,0.05,2024-05-01,2024-10-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,current,800471,1.0,2024-03-01,2024-04-30
AFG,True,True,Farah,,AF33,Farah,,,1,3+,current,280165,0.35,2024-03-01,2024-04-30
AFG,True,True,Farah,,AF33,Farah,,,1,1,current,240141,0.3,2024-03-01,2024-04-30
AFG,True,True,Farah,,AF33,Farah,,,1,2,current,280165,0.35,2024-03-01,2024-04-30
AFG,True,True,Farah,,AF33,Farah,,,1,3,current,240141,0.3,2024-03-01,2024-04-30
AFG,True,True,Farah,,AF33,Farah,,,1,4,current,40024,0.05,2024-03-01,2024-04-30
AFG,True,True,Farah,,AF33,Farah,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Farah,,AF33,Farah,,,1,all,first projection,800471,1.0,2024-05-01,2024-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,3+,first projection,240142,0.3,2024-05-01,2024-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,1,first projection,280165,0.35,2024-05-01,2024-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,2,first projection,280165,0.35,2024-05-01,2024-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,3,first projection,200118,0.25,2024-05-01,2024-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,4,first projection,40024,0.05,2024-05-01,2024-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Kunduz Urban,,,,,,1,all,current,300468,1.0,2024-03-01,2024-04-30
AFG,True,True,Kunduz Urban,,,,,,1,3+,current,120187,0.4,2024-03-01,2024-04-30
AFG,True,True,Kunduz Urban,,,,,,1,1,current,90140,0.3,2024-03-01,2024-04-30
AFG,True,True,Kunduz Urban,,,,,,1,2,current,90140,0.3,2024-03-01,2024-04-30
AFG,True,True,Kunduz Urban,,,,,,1,3,current,90140,0.3,2024-03-01,2024-04-30
AFG,True,True,Kunduz Urban,,,,,,1,4,current,30047,0.1,2024-03-01,2024-04-30
AFG,True,True,Kunduz Urban,,,,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Kunduz Urban,,,,,,1,all,first projection,300468,1.0,2024-05-01,2024-10-31
AFG,True,True,Kunduz Urban,,,,,,1,3+,first projection,105163,0.35,2024-05-01,2024-10-31
AFG,True,True,Kunduz Urban,,,,,,1,1,first projection,90140,0.3,2024-05-01,2024-10-31
AFG,True,True,Kunduz Urban,,,,,,1,2,first projection,105164,0.35,2024-05-01,2024-10-31
AFG,True,True,Kunduz Urban,,,,,,1,3,first projection,90140,0.3,2024-05-01,2024-10-31
AFG,True,True,Kunduz Urban,,,,,,1,4,first projection,15023,0.05,2024-05-01,2024-10-31
AFG,True,True,Kunduz Urban,,,,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,current,2518656,1.0,2024-03-01,2024-04-30
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,3+,current,755597,0.3,2024-03-01,2024-04-30
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,1,current,755597,0.3,2024-03-01,2024-04-30
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,2,current,1007462,0.4,2024-03-01,2024-04-30
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,3,current,629664,0.25,2024-03-01,2024-04-30
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,4,current,125933,0.05,2024-03-01,2024-04-30
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,first projection,2518656,1.0,2024-05-01,2024-10-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,3+,first projection,377799,0.15,2024-05-01,2024-10-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,1,first projection,1007462,0.4,2024-05-01,2024-10-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,2,first projection,1133395,0.45,2024-05-01,2024-10-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,3,first projection,251866,0.1,2024-05-01,2024-10-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,4,first projection,125933,0.05,2024-05-01,2024-10-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,current,675532,1.0,2024-03-01,2024-04-30
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,3+,current,202660,0.3,2024-03-01,2024-04-30
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,1,current,202660,0.3,2024-03-01,2024-04-30
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,2,current,270213,0.4,2024-03-01,2024-04-30
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,3,current,168883,0.25,2024-03-01,2024-04-30
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,4,current,33777,0.05,2024-03-01,2024-04-30
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,first projection,675532,1.0,2024-05-01,2024-10-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,3+,first projection,168883,0.25,2024-05-01,2024-10-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,1,first projection,236436,0.35,2024-05-01,2024-10-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,2,first projection,270213,0.4,2024-05-01,2024-10-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,3,first projection,168883,0.25,2024-05-01,2024-10-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,4,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Paktya,,AF13,Paktya,,,1,all,current,719915,1.0,2024-03-01,2024-04-30
AFG,True,True,Paktya,,AF13,Paktya,,,1,3+,current,179979,0.25,2024-03-01,2024-04-30
AFG,True,True,Paktya,,AF13,Paktya,,,1,1,current,251970,0.35,2024-03-01,2024-04-30
AFG,True,True,Paktya,,AF13,Paktya,,,1,2,current,287966,0.4,2024-03-01,2024-04-30
AFG,True,True,Paktya,,AF13,Paktya,,,1,3,current,143983,0.2,2024-03-01,2024-04-30
AFG,True,True,Paktya,,AF13,Paktya,,,1,4,current,35996,0.05,2024-03-01,2024-04-30
AFG,True,True,Paktya,,AF13,Paktya,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Paktya,,AF13,Paktya,,,1,all,first projection,719915,1.0,2024-05-01,2024-10-31
AFG,True,True,Paktya,,AF13,Paktya,,,1,3+,first projection,143983,0.2,2024-05-01,2024-10-31
AFG,True,True,Paktya,,AF13,Paktya,,,1,1,first projection,251970,0.35,2024-05-01,2024-10-31
AFG,True,True,Paktya,,AF13,Paktya,,,1,2,first projection,323962,0.45,2024-05-01,2024-10-31
AFG,True,True,Paktya,,AF13,Paktya,,,1,3,first projection,107987,0.15,2024-05-01,2024-10-31
AFG,True,True,Paktya,,AF13,Paktya,,,1,4,first projection,35996,0.05,2024-05-01,2024-10-31
AFG,True,True,Paktya,,AF13,Paktya,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,all,current,1056006,1.0,2024-03-01,2024-04-30
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,3+,current,475203,0.45,2024-03-01,2024-04-30
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,1,current,211201,0.2,2024-03-01,2024-04-30
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,2,current,369602,0.35,2024-03-01,2024-04-30
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,3,current,369602,0.35,2024-03-01,2024-04-30
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,4,current,105601,0.1,2024-03-01,2024-04-30
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,5,current,0,0.0,2024-03-01,2024-04-30
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,all,first projection,1056006,1.0,2024-05-01,2024-10-31
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,3+,first projection,475203,0.45,2024-05-01,2024-10-31
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,1,first projection,211201,0.2,2024-05-01,2024-10-31
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,2,first projection,369602,0.35,2024-05-01,2024-10-31
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,3,first projection,369602,0.35,2024-05-01,2024-10-31
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,4,first projection,105601,0.1,2024-05-01,2024-10-31
AFG,True,True,Badakhshan,,AF17,Badakhshan,,,1,5,first projection,0,0.0,2024-05-01,2024-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,all,current,852934,1.0,2023-10-01,2023-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,3+,current,255881,0.3,2023-10-01,2023-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,1,current,298527,0.35,2023-10-01,2023-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,2,current,298527,0.35,2023-10-01,2023-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,3,current,213234,0.25,2023-10-01,2023-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,4,current,42647,0.05,2023-10-01,2023-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,all,first projection,852934,1.0,2023-11-01,2024-03-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,3+,first projection,341173,0.4,2023-11-01,2024-03-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,1,first projection,255880,0.3,2023-11-01,2024-03-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,2,first projection,255880,0.3,2023-11-01,2024-03-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,3,first projection,255880,0.3,2023-11-01,2024-03-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,4,first projection,85293,0.1,2023-11-01,2024-03-31
AFG,True,True,Paktika,,AF12,Paktika,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Helmand Urban,,,,,,1,all,current,247545,1.0,2023-10-01,2023-10-31
AFG,True,True,Helmand Urban,,,,,,1,3+,current,86641,0.35,2023-10-01,2023-10-31
AFG,True,True,Helmand Urban,,,,,,1,1,current,61886,0.25,2023-10-01,2023-10-31
AFG,True,True,Helmand Urban,,,,,,1,2,current,99018,0.4,2023-10-01,2023-10-31
AFG,True,True,Helmand Urban,,,,,,1,3,current,74264,0.3,2023-10-01,2023-10-31
AFG,True,True,Helmand Urban,,,,,,1,4,current,12377,0.05,2023-10-01,2023-10-31
AFG,True,True,Helmand Urban,,,,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Helmand Urban,,,,,,1,all,first projection,247545,1.0,2023-11-01,2024-03-31
AFG,True,True,Helmand Urban,,,,,,1,3+,first projection,86641,0.35,2023-11-01,2024-03-31
AFG,True,True,Helmand Urban,,,,,,1,1,first projection,61886,0.25,2023-11-01,2024-03-31
AFG,True,True,Helmand Urban,,,,,,1,2,first projection,99018,0.4,2023-11-01,2024-03-31
AFG,True,True,Helmand Urban,,,,,,1,3,first projection,74264,0.3,2023-11-01,2024-03-31
AFG,True,True,Helmand Urban,,,,,,1,4,first projection,12377,0.05,2023-11-01,2024-03-31
AFG,True,True,Helmand Urban,,,,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,all,current,1277317,1.0,2023-10-01,2023-10-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,3+,current,383195,0.3,2023-10-01,2023-10-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,1,current,319329,0.25,2023-10-01,2023-10-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,2,current,574793,0.45,2023-10-01,2023-10-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,3,current,383195,0.3,2023-10-01,2023-10-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,4,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,all,first projection,1277317,1.0,2023-11-01,2024-03-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,3+,first projection,510927,0.4,2023-11-01,2024-03-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,1,first projection,319329,0.25,2023-11-01,2024-03-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,2,first projection,447061,0.35,2023-11-01,2024-03-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,3,first projection,447061,0.35,2023-11-01,2024-03-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,4,first projection,63866,0.05,2023-11-01,2024-03-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,all,current,67722,1.0,2023-10-01,2023-10-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,3+,current,27089,0.4,2023-10-01,2023-10-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,1,current,13544,0.2,2023-10-01,2023-10-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,2,current,27089,0.4,2023-10-01,2023-10-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,3,current,20317,0.3,2023-10-01,2023-10-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,4,current,6772,0.1,2023-10-01,2023-10-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,all,first projection,67722,1.0,2023-11-01,2024-03-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,3+,first projection,20316,0.3,2023-11-01,2024-03-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,1,first projection,13544,0.2,2023-11-01,2024-03-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,2,first projection,33861,0.5,2023-11-01,2024-03-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,3,first projection,13544,0.2,2023-11-01,2024-03-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,4,first projection,6772,0.1,2023-11-01,2024-03-31
AFG,True,True,Nuristan,,AF16,Nuristan,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,current,633276,1.0,2023-10-01,2023-10-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,3+,current,253311,0.4,2023-10-01,2023-10-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,1,current,158319,0.25,2023-10-01,2023-10-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,2,current,221647,0.35,2023-10-01,2023-10-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,3,current,189983,0.3,2023-10-01,2023-10-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,4,current,63328,0.1,2023-10-01,2023-10-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,all,first projection,633276,1.0,2023-11-01,2024-03-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,3+,first projection,221647,0.35,2023-11-01,2024-03-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,1,first projection,158319,0.25,2023-11-01,2024-03-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,2,first projection,253310,0.4,2023-11-01,2024-03-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,3,first projection,158319,0.25,2023-11-01,2024-03-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,4,first projection,63328,0.1,2023-11-01,2024-03-31
AFG,True,True,Jawzjan,,AF28,Jawzjan,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,all,current,97622,1.0,2023-10-01,2023-10-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,3+,current,24405,0.25,2023-10-01,2023-10-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,1,current,34168,0.35,2023-10-01,2023-10-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,2,current,39049,0.4,2023-10-01,2023-10-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,3,current,19524,0.2,2023-10-01,2023-10-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,4,current,4881,0.05,2023-10-01,2023-10-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,all,first projection,97622,1.0,2023-11-01,2024-03-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,3+,first projection,29287,0.3,2023-11-01,2024-03-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,1,first projection,34168,0.35,2023-11-01,2024-03-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,2,first projection,34168,0.35,2023-11-01,2024-03-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,3,first projection,24406,0.25,2023-11-01,2024-03-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,4,first projection,4881,0.05,2023-11-01,2024-03-31
AFG,True,True,Panjsher,,AF08,Panjsher,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,all,current,474030,1.0,2023-10-01,2023-10-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,3+,current,165911,0.35,2023-10-01,2023-10-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,1,current,142209,0.3,2023-10-01,2023-10-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,2,current,165911,0.35,2023-10-01,2023-10-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,3,current,118508,0.25,2023-10-01,2023-10-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,4,current,47403,0.1,2023-10-01,2023-10-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,all,first projection,474030,1.0,2023-11-01,2024-03-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,3+,first projection,189612,0.4,2023-11-01,2024-03-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,1,first projection,142209,0.3,2023-11-01,2024-03-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,2,first projection,142209,0.3,2023-11-01,2024-03-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,3,first projection,142209,0.3,2023-11-01,2024-03-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,4,first projection,47403,0.1,2023-11-01,2024-03-31
AFG,True,True,Samangan,,AF20,Samangan,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,current,800471,1.0,2023-10-01,2023-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,3+,current,280165,0.35,2023-10-01,2023-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,1,current,240141,0.3,2023-10-01,2023-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,2,current,280165,0.35,2023-10-01,2023-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,3,current,240141,0.3,2023-10-01,2023-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,4,current,40024,0.05,2023-10-01,2023-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,first projection,800471,1.0,2023-11-01,2024-03-31
AFG,True,True,Farah,,AF33,Farah,,,1,3+,first projection,320188,0.4,2023-11-01,2024-03-31
AFG,True,True,Farah,,AF33,Farah,,,1,1,first projection,200118,0.25,2023-11-01,2024-03-31
AFG,True,True,Farah,,AF33,Farah,,,1,2,first projection,280165,0.35,2023-11-01,2024-03-31
AFG,True,True,Farah,,AF33,Farah,,,1,3,first projection,240141,0.3,2023-11-01,2024-03-31
AFG,True,True,Farah,,AF33,Farah,,,1,4,first projection,80047,0.1,2023-11-01,2024-03-31
AFG,True,True,Farah,,AF33,Farah,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,all,current,738918,1.0,2023-10-01,2023-10-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,3+,current,369459,0.5,2023-10-01,2023-10-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,1,current,147784,0.2,2023-10-01,2023-10-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,2,current,221675,0.3,2023-10-01,2023-10-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,3,current,295567,0.4,2023-10-01,2023-10-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,4,current,73892,0.1,2023-10-01,2023-10-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,5,current,0,0.0,2023-10-01,2023-10-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,all,first projection,738918,1.0,2023-11-01,2024-03-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,3+,first projection,406405,0.55,2023-11-01,2024-03-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,1,first projection,147784,0.2,2023-11-01,2024-03-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,2,first projection,184730,0.25,2023-11-01,2024-03-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,3,first projection,258621,0.35,2023-11-01,2024-03-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,4,first projection,147784,0.2,2023-11-01,2024-03-31
AFG,True,True,Badghis,,AF31,Badghis,,,1,5,first projection,0,0.0,2023-11-01,2024-03-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,current,426371,1.0,2023-10-01,2023-10-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,3+,current,170549,0.4,2023-10-01,2023-10-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,1,current,106593,0.25,2023-10-01,2023-10-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,2,current,149230,0.35,2023-10-01,2023-10-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,3,current,149230,0.35,2023-10-01,2023-10-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,4,current,21319,0.05,2023-10-01,2023-10-31
