location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
AFG,True,True,Balkh,,AF21,Balkh,,,1,f,60-64,60,64,14037,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,m,60-64,60,64,17476,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,all,60-64,60,64,31513,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,f,65-69,65,69,9886,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,m,65-69,65,69,13512,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,all,65-69,65,69,23398,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,f,70-74,70,74,6073,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,m,70-74,70,74,9118,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,all,70-74,70,74,15191,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,f,75-79,75,79,2599,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,m,75-79,75,79,4292,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,all,75-79,75,79,6891,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,f,80+,80,None,3078,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,m,80+,80,None,4948,2021-01-01,2021-12-31
AFG,True,True,Balkh,,AF21,Balkh,,,1,all,80+,80,None,8026,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,all,None,None,314736,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,all,None,None,323245,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,all,None,None,637981,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,0-4,0,4,56640,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,0-4,0,4,58262,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,0-4,0,4,114902,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,5-9,5,9,48764,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,5-9,5,9,51664,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,5-9,5,9,100428,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,10-14,10,14,41174,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,10-14,10,14,44865,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,10-14,10,14,86039,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,15-19,15,19,35013,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,15-19,15,19,37063,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,15-19,15,19,72076,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,20-24,20,24,29794,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,20-24,20,24,27477,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,20-24,20,24,57271,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,25-29,25,29,24032,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,25-29,25,29,21641,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,25-29,25,29,45673,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,30-34,30,34,16819,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,30-34,30,34,16791,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,30-34,30,34,33610,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,35-39,35,39,13616,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,35-39,35,39,13720,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,35-39,35,39,27336,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,40-44,40,44,12490,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,40-44,40,44,11671,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,40-44,40,44,24161,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,45-49,45,49,10417,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,45-49,45,49,9715,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,45-49,45,49,20132,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,50-54,50,54,8008,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,50-54,50,54,7744,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,50-54,50,54,15752,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,55-59,55,59,6226,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,55-59,55,59,6469,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,55-59,55,59,12695,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,60-64,60,64,4621,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,60-64,60,64,5724,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,60-64,60,64,10345,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,65-69,65,69,3255,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,65-69,65,69,4426,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,65-69,65,69,7681,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,70-74,70,74,1999,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,70-74,70,74,2986,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,70-74,70,74,4985,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,75-79,75,79,855,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,75-79,75,79,1406,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,75-79,75,79,2261,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,f,80+,80,None,1013,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,m,80+,80,None,1621,2021-01-01,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,all,80+,80,None,2634,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,all,None,None,323781,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,all,None,None,341169,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,all,None,None,664950,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,0-4,0,4,58267,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,0-4,0,4,61493,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,0-4,0,4,119760,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,5-9,5,9,50165,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,5-9,5,9,54529,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,5-9,5,9,104694,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,10-14,10,14,42357,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,10-14,10,14,47352,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,10-14,10,14,89709,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,15-19,15,19,36019,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,15-19,15,19,39118,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,15-19,15,19,75137,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,20-24,20,24,30650,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,20-24,20,24,29000,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,20-24,20,24,59650,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,25-29,25,29,24723,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,25-29,25,29,22841,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,25-29,25,29,47564,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,30-34,30,34,17303,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,30-34,30,34,17723,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,30-34,30,34,35026,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,35-39,35,39,14007,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,35-39,35,39,14481,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,35-39,35,39,28488,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,40-44,40,44,12849,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,40-44,40,44,12318,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,40-44,40,44,25167,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,45-49,45,49,10717,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,45-49,45,49,10254,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,45-49,45,49,20971,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,50-54,50,54,8238,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,50-54,50,54,8174,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,50-54,50,54,16412,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,55-59,55,59,6405,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,55-59,55,59,6828,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,55-59,55,59,13233,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,60-64,60,64,4754,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,60-64,60,64,6041,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,60-64,60,64,10795,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,65-69,65,69,3348,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,65-69,65,69,4671,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,65-69,65,69,8019,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,70-74,70,74,2057,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,70-74,70,74,3152,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,70-74,70,74,5209,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,75-79,75,79,880,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,75-79,75,79,1484,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,75-79,75,79,2364,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,f,80+,80,None,1042,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,m,80+,80,None,1710,2021-01-01,2021-12-31
AFG,True,True,Daykundi,,AF24,Daykundi,,,1,all,80+,80,None,2752,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,all,None,None,353543,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,all,None,None,371301,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,all,None,None,724844,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,0-4,0,4,63623,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,0-4,0,4,66924,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,0-4,0,4,130547,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,5-9,5,9,54776,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,5-9,5,9,59344,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,5-9,5,9,114120,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,10-14,10,14,46251,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,10-14,10,14,51534,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,10-14,10,14,97785,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,15-19,15,19,39330,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,15-19,15,19,42573,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,15-19,15,19,81903,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,20-24,20,24,33468,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,20-24,20,24,31561,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,20-24,20,24,65029,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,25-29,25,29,26995,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,25-29,25,29,24859,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,25-29,25,29,51854,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,30-34,30,34,18893,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,30-34,30,34,19288,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,30-34,30,34,38181,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,35-39,35,39,15294,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,35-39,35,39,15760,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,35-39,35,39,31054,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,40-44,40,44,14030,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,40-44,40,44,13406,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,40-44,40,44,27436,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,45-49,45,49,11702,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,45-49,45,49,11159,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,45-49,45,49,22861,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,50-54,50,54,8996,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,50-54,50,54,8896,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,50-54,50,54,17892,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,55-59,55,59,6993,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,55-59,55,59,7431,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,55-59,55,59,14424,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,60-64,60,64,5191,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,60-64,60,64,6575,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,60-64,60,64,11766,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,65-69,65,69,3656,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,65-69,65,69,5084,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,65-69,65,69,8740,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,70-74,70,74,2246,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,70-74,70,74,3430,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,70-74,70,74,5676,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,75-79,75,79,961,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,75-79,75,79,1615,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,75-79,75,79,2576,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,f,80+,80,None,1138,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,m,80+,80,None,1862,2021-01-01,2021-12-31
AFG,True,True,Farah,,AF33,Farah,,,1,all,80+,80,None,3000,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,all,None,None,700794,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,all,None,None,727225,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,all,None,None,1428019,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,0-4,0,4,126114,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,0-4,0,4,131077,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,0-4,0,4,257191,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,5-9,5,9,108578,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,5-9,5,9,116231,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,5-9,5,9,224809,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,10-14,10,14,91679,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,10-14,10,14,100935,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,10-14,10,14,192614,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,15-19,15,19,77959,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,15-19,15,19,83383,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,15-19,15,19,161342,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,20-24,20,24,66340,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,20-24,20,24,61816,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,20-24,20,24,128156,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,25-29,25,29,53510,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,25-29,25,29,48688,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,25-29,25,29,102198,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,30-34,30,34,37450,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,30-34,30,34,37777,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,30-34,30,34,75227,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,35-39,35,39,30316,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,35-39,35,39,30867,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,35-39,35,39,61183,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,40-44,40,44,27810,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,40-44,40,44,26256,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,40-44,40,44,54066,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,45-49,45,49,23195,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,45-49,45,49,21856,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,45-49,45,49,45051,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,50-54,50,54,17831,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,50-54,50,54,17423,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,50-54,50,54,35254,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,55-59,55,59,13862,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,55-59,55,59,14554,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,55-59,55,59,28416,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,60-64,60,64,10290,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,60-64,60,64,12877,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,60-64,60,64,23167,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,65-69,65,69,7247,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,65-69,65,69,9957,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,65-69,65,69,17204,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,70-74,70,74,4452,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,70-74,70,74,6719,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,70-74,70,74,11171,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,75-79,75,79,1905,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,75-79,75,79,3163,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,75-79,75,79,5068,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,f,80+,80,None,2256,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,m,80+,80,None,3646,2021-01-01,2021-12-31
AFG,True,True,Faryab,,AF29,Faryab,,,1,all,80+,80,None,5902,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,all,None,None,858450,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,all,None,None,895641,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,all,None,None,1754091,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,0-4,0,4,154485,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,0-4,0,4,161433,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,0-4,0,4,315918,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,5-9,5,9,133005,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,5-9,5,9,143149,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,5-9,5,9,276154,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,10-14,10,14,112303,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,10-14,10,14,124310,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,10-14,10,14,236613,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,15-19,15,19,95498,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,15-19,15,19,102694,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,15-19,15,19,198192,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,20-24,20,24,81264,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,20-24,20,24,76132,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,20-24,20,24,157396,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,25-29,25,29,65548,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,25-29,25,29,59964,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,25-29,25,29,125512,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,f,30-34,30,34,45875,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,m,30-34,30,34,46525,2021-01-01,2021-12-31
AFG,True,True,Ghazni,,AF11,Ghazni,,,1,all,30-34,30,34,92400,2021-01-01,2021-12-31
