location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,0-4,0,4,1206782,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,5-9,5,9,510262,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,5-9,5,9,544559,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,5-9,5,9,1054821,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,10-14,10,14,430842,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,10-14,10,14,472893,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,10-14,10,14,903735,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,15-19,15,19,366369,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,15-19,15,19,390661,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,15-19,15,19,757030,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,20-24,20,24,311763,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,20-24,20,24,289616,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,20-24,20,24,601379,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,25-29,25,29,251470,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,25-29,25,29,228110,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,25-29,25,29,479580,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,30-34,30,34,175995,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,30-34,30,34,176989,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,30-34,30,34,352984,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,35-39,35,39,142470,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,35-39,35,39,144614,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,35-39,35,39,287084,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,40-44,40,44,130695,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,40-44,40,44,123014,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,40-44,40,44,253709,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,45-49,45,49,109005,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,45-49,45,49,102399,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,45-49,45,49,211404,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,50-54,50,54,83798,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,50-54,50,54,81628,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,50-54,50,54,165426,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,55-59,55,59,65146,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,55-59,55,59,68189,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,55-59,55,59,133335,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,60-64,60,64,48356,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,60-64,60,64,60332,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,60-64,60,64,108688,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,65-69,65,69,34055,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,65-69,65,69,46648,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,65-69,65,69,80703,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,70-74,70,74,20920,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,70-74,70,74,31477,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,70-74,70,74,52397,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,75-79,75,79,8952,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,75-79,75,79,14819,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,75-79,75,79,23771,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,f,80+,80,None,10603,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,m,80+,80,None,17082,2021-01-01,2021-12-31
AFG,True,True,Kabul,,AF01,Kabul,,,1,all,80+,80,None,27685,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,all,None,None,883772,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,all,None,None,918074,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,all,None,None,1801846,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,0-4,0,4,159042,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,0-4,0,4,165476,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,0-4,0,4,324518,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,5-9,5,9,136928,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,5-9,5,9,146734,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,5-9,5,9,283662,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,10-14,10,14,115616,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,10-14,10,14,127423,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,10-14,10,14,243039,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,15-19,15,19,98315,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,15-19,15,19,105266,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,15-19,15,19,203581,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,20-24,20,24,83661,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,20-24,20,24,78039,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,20-24,20,24,161700,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,25-29,25,29,67482,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,25-29,25,29,61465,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,25-29,25,29,128947,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,30-34,30,34,47228,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,30-34,30,34,47691,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,30-34,30,34,94919,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,35-39,35,39,38232,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,35-39,35,39,38967,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,35-39,35,39,77199,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,40-44,40,44,35072,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,40-44,40,44,33147,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,40-44,40,44,68219,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,45-49,45,49,29251,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,45-49,45,49,27592,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,45-49,45,49,56843,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,50-54,50,54,22487,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,50-54,50,54,21995,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,50-54,50,54,44482,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,55-59,55,59,17482,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,55-59,55,59,18374,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,55-59,55,59,35856,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,60-64,60,64,12976,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,60-64,60,64,16257,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,60-64,60,64,29233,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,65-69,65,69,9139,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,65-69,65,69,12570,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,65-69,65,69,21709,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,70-74,70,74,5614,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,70-74,70,74,8482,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,70-74,70,74,14096,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,75-79,75,79,2402,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,75-79,75,79,3993,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,75-79,75,79,6395,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,f,80+,80,None,2845,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,m,80+,80,None,4603,2021-01-01,2021-12-31
AFG,True,True,Kandahar,,AF27,Kandahar,,,1,all,80+,80,None,7448,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,all,None,None,311351,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,all,None,None,317289,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,all,None,None,628640,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,0-4,0,4,56030,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,0-4,0,4,57189,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,0-4,0,4,113219,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,5-9,5,9,48239,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,5-9,5,9,50712,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,5-9,5,9,98951,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,10-14,10,14,40731,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,10-14,10,14,44038,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,10-14,10,14,84769,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,15-19,15,19,34636,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,15-19,15,19,36380,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,15-19,15,19,71016,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,20-24,20,24,29474,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,20-24,20,24,26970,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,20-24,20,24,56444,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,25-29,25,29,23774,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,25-29,25,29,21243,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,25-29,25,29,45017,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,30-34,30,34,16638,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,30-34,30,34,16482,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,30-34,30,34,33120,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,35-39,35,39,13469,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,35-39,35,39,13467,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,35-39,35,39,26936,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,40-44,40,44,12356,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,40-44,40,44,11456,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,40-44,40,44,23812,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,45-49,45,49,10305,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,45-49,45,49,9536,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,45-49,45,49,19841,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,50-54,50,54,7922,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,50-54,50,54,7602,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,50-54,50,54,15524,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,55-59,55,59,6159,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,55-59,55,59,6350,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,55-59,55,59,12509,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,60-64,60,64,4572,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,60-64,60,64,5618,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,60-64,60,64,10190,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,65-69,65,69,3220,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,65-69,65,69,4344,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,65-69,65,69,7564,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,70-74,70,74,1978,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,70-74,70,74,2931,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,70-74,70,74,4909,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,75-79,75,79,846,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,75-79,75,79,1380,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,75-79,75,79,2226,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,f,80+,80,None,1002,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,m,80+,80,None,1591,2021-01-01,2021-12-31
AFG,True,True,Kapisa,,AF02,Kapisa,,,1,all,80+,80,None,2593,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,all,None,None,399941,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,all,None,None,419519,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,all,None,None,819460,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,0-4,0,4,71973,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,0-4,0,4,75615,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,0-4,0,4,147588,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,5-9,5,9,61965,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,5-9,5,9,67051,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,5-9,5,9,129016,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,10-14,10,14,52321,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,10-14,10,14,58227,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,10-14,10,14,110548,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,15-19,15,19,44491,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,15-19,15,19,48102,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,15-19,15,19,92593,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,20-24,20,24,37860,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,20-24,20,24,35660,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,20-24,20,24,73520,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,25-29,25,29,30538,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,25-29,25,29,28087,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,25-29,25,29,58625,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,30-34,30,34,21373,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,30-34,30,34,21792,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,30-34,30,34,43165,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,35-39,35,39,17301,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,35-39,35,39,17806,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,35-39,35,39,35107,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,40-44,40,44,15871,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,40-44,40,44,15147,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,40-44,40,44,31018,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,45-49,45,49,13237,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,45-49,45,49,12608,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,45-49,45,49,25845,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,50-54,50,54,10176,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,50-54,50,54,10051,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,50-54,50,54,20227,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,55-59,55,59,7911,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,55-59,55,59,8396,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,55-59,55,59,16307,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,60-64,60,64,5872,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,60-64,60,64,7429,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,60-64,60,64,13301,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,65-69,65,69,4136,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,65-69,65,69,5744,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,65-69,65,69,9880,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,70-74,70,74,2541,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,70-74,70,74,3876,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,70-74,70,74,6417,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,75-79,75,79,1087,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,75-79,75,79,1825,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,75-79,75,79,2912,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,f,80+,80,None,1288,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,m,80+,80,None,2103,2021-01-01,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,all,80+,80,None,3391,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,all,None,None,313939,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,all,None,None,328979,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,all,None,None,642918,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,0-4,0,4,56496,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,0-4,0,4,59296,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,0-4,0,4,115792,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,5-9,5,9,48640,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,5-9,5,9,52581,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,5-9,5,9,101221,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,10-14,10,14,41070,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,10-14,10,14,45661,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,10-14,10,14,86731,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,15-19,15,19,34924,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,15-19,15,19,37721,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,15-19,15,19,72645,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,20-24,20,24,29719,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,20-24,20,24,27964,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,20-24,20,24,57683,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,25-29,25,29,23971,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,25-29,25,29,22025,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,25-29,25,29,45996,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,30-34,30,34,16777,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,30-34,30,34,17089,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,30-34,30,34,33866,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,35-39,35,39,13581,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,35-39,35,39,13963,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,35-39,35,39,27544,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,40-44,40,44,12458,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,40-44,40,44,11878,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,40-44,40,44,24336,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,45-49,45,49,10391,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,45-49,45,49,9887,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,45-49,45,49,20278,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,50-54,50,54,7988,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,50-54,50,54,7882,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,50-54,50,54,15870,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,55-59,55,59,6210,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,55-59,55,59,6584,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,55-59,55,59,12794,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,60-64,60,64,4610,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,60-64,60,64,5825,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,60-64,60,64,10435,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,65-69,65,69,3246,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,65-69,65,69,4504,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,65-69,65,69,7750,2021-01-01,2021-12-31
