category,subcategory,location_code,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,hapi_updated_date
climate,hazards-rainfall,AFG,AF22,Sar-e-Pul,,,1,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1803,Baharak,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1804,Bangi,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1816,Chahab,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1805,Chal,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1815,Darqad,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1812,Dasht-e-Qala,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1811,Eshkmesh,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1808,Farkhar,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1802,Hazar Sumuch,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1807,Kalafgan,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1814,Khwaja Bahawuddin,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1809,Khwaja Ghar,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1806,Namak Ab,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1810,Rostaq,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1801,Taloqan,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,,,1,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1813,Warsaj,2,2025-12-16
climate,hazards-rainfall,AFG,AF18,Takhar,AF1817,Yangi Qala,2,2025-12-16
climate,hazards-rainfall,AFG,AF25,Uruzgan,AF2503,Chora,2,2025-12-16
climate,hazards-rainfall,AFG,AF25,Uruzgan,AF2502,Dehrawud,2,2025-12-16
climate,hazards-rainfall,AFG,AF25,Uruzgan,AF2505,Khas Uruzgan,2,2025-12-16
climate,hazards-rainfall,AFG,AF25,Uruzgan,AF2504,Shahid-e-Hassas,2,2025-12-16
climate,hazards-rainfall,AFG,AF25,Uruzgan,AF2501,Tirinkot,2,2025-12-16
climate,hazards-rainfall,AFG,AF25,Uruzgan,,,1,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2605,Arghandab,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2608,Atghar,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2607,Daychopan,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2611,Kakar,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2604,Mizan,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2609,Nawbahar,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2601,Qalat,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2606,Shah Joi,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2610,Shamul Zayi,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2603,Shinkay,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,AF2602,Tarnak Wa Jaldak,2,2025-12-16
climate,hazards-rainfall,AFG,AF26,Zabul,,,1,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2901,Maymana,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2810,Qarqin,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2702,Arghandab,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1808,Farkhar,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1716,Warduj,2,2025-12-16
coordination-context,operational-presence,AFG,AF34,Nimroz,AF3404,Char Burjak,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1704,Yaftal-e-Sufla,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1303,Zurmat,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2701,Kandahar,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1201,Sharan,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3306,Bala Buluk,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1719,Shighnan,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2304,Charsadra,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2310,Saghar,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0403,Jalrez,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2911,Qaram Qul,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0111,Guldara,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0902,Dahana-e-Ghori,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1801,Taloqan,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2306,Shahrak,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2713,Miyanshin,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3002,Nad-e-Ali,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0910,Burka,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0912,Pul-e-Hisar,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1723,Eshkashem,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1702,Argo,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1707,Darayem,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2408,Kajran,2,2025-12-16
coordination-context,operational-presence,AFG,AF25,Uruzgan,AF2501,Tirinkot,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0406,Daymirdad,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1116,Malistan,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1109,Rashidan,2,2025-12-16
coordination-context,operational-presence,AFG,AF31,Badghis,AF3107,Ghormach,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1403,Gurbuz,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0615,Achin,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2714,Shorabak,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1701,Fayzabad,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1724,Shaki,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0306,Salang,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2606,Shah Joi,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0303,Shinwari,2,2025-12-16
coordination-context,operational-presence,AFG,AF25,Uruzgan,AF2506,Chinarto,2,2025-12-16
coordination-context,operational-presence,AFG,AF10,Bamyan,AF1004,Kahmard,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1405,Musa Khel,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2913,Andkhoy,2,2025-12-16
coordination-context,operational-presence,AFG,AF25,Uruzgan,AF2502,Dehrawud,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1607,Mandol,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2705,Zheray,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0606,Kuz Kunar,2,2025-12-16
coordination-context,operational-presence,AFG,AF08,Panjsher,AF0807,Paryan,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1727,Darwaz-e-Balla,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3204,Karukh,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1210,Surobi,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3216,Chisht-e-Sharif,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1505,Sar Kani,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1507,Dara-e-Pech,2,2025-12-16
coordination-context,operational-presence,AFG,AF02,Kapisa,AF0202,Hisa-e-Duwum-e-Kohistan,2,2025-12-16
coordination-context,operational-presence,AFG,AF10,Bamyan,AF1006,Panjab,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2704,Panjwayi,2,2025-12-16
coordination-context,operational-presence,AFG,AF22,Sar-e-Pul,AF2203,Kohestanat,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2909,Dawlat Abad,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2906,Shirin Tagab,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0616,Shinwar,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1107,Andar,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3208,Gulran,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2108,Chemtal,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1802,Hazar Sumuch,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1106,Jaghatu,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3207,Kushk,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1207,Zarghun Shahr,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2604,Mizan,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2303,Dawlatyar,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0409,Markaz-e-Behsud,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1209,Jani Khel,2,2025-12-16
coordination-context,operational-presence,AFG,AF02,Kapisa,AF0201,Mahmood-e-Raqi,2,2025-12-16
coordination-context,operational-presence,AFG,AF10,Bamyan,AF1007,Waras,2,2025-12-16
coordination-context,operational-presence,AFG,AF02,Kapisa,AF0206,Tagab,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1104,Waghaz,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0106,Shakar Dara,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1506,Shigal,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2715,Maruf,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3009,Musa Qala,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2602,Tarnak Wa Jaldak,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1726,Koran Wa Monjan,2,2025-12-16
coordination-context,operational-presence,AFG,AF05,Logar,AF0501,Pul-e-Alam,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2112,Shortepa,2,2025-12-16
coordination-context,operational-presence,AFG,AF07,Laghman,AF0702,Qarghayi,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1113,Ab Band,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,2025-12-16
coordination-context,operational-presence,AFG,AF05,Logar,AF0505,Mohammad Agha,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3308,Bakwa,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1711,Teshkan,2,2025-12-16
coordination-context,operational-presence,AFG,AF08,Panjsher,AF0806,Shutul,2,2025-12-16
coordination-context,operational-presence,AFG,AF19,Kunduz,AF1903,Ali Abad,2,2025-12-16
coordination-context,operational-presence,AFG,AF31,Badghis,AF3101,Qala-e-Naw,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3005,Washer,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0611,Pachir Wa Agam,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3011,Reg-i-Khan Nishin,2,2025-12-16
coordination-context,operational-presence,AFG,AF10,Bamyan,AF1001,Bamyan,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0408,Jaghatu,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2910,Kohistan,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1203,Yosuf Khel,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1510,Khas Kunar,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0911,Tala Wa Barfak,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1508,Bar Kunar,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2106,Balkh,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0309,Surkh-e-Parsa,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2403,Ashtarlay,2,2025-12-16
coordination-context,operational-presence,AFG,AF02,Kapisa,AF0207,Alasay,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0108,Mir Bacha Kot,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2803,Khanaqa,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0905,Baghlan-e-Jadid,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1715,Keshem,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1807,Kalafgan,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1512,Dangam,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3010,Kajaki,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2102,Nahr-e-Shahi,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0602,Behsud,2,2025-12-16
coordination-context,operational-presence,AFG,AF19,Kunduz,AF1901,Kunduz,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2601,Qalat,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2603,Shinkay,2,2025-12-16
coordination-context,operational-presence,AFG,AF19,Kunduz,AF1907,Qala-e-Zal,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3013,Deh-e-Shu,2,2025-12-16
coordination-context,operational-presence,AFG,AF34,Nimroz,AF3403,Chakhansur,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2708,Arghestan,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1720,Khwahan,2,2025-12-16
coordination-context,operational-presence,AFG,AF02,Kapisa,AF0205,Nijrab,2,2025-12-16
coordination-context,operational-presence,AFG,AF22,Sar-e-Pul,AF2206,Gosfandi,2,2025-12-16
coordination-context,operational-presence,AFG,AF05,Logar,AF0507,Azra,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1514,Nurgal,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0302,Bagram,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1208,Gomal,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0104,Bagrami,2,2025-12-16
coordination-context,operational-presence,AFG,AF08,Panjsher,AF0805,Anawa,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2914,Khan-e-Char Bagh,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3001,Lashkargah,2,2025-12-16
coordination-context,operational-presence,AFG,AF20,Samangan,AF2002,Hazrat-e-Sultan,2,2025-12-16
coordination-context,operational-presence,AFG,AF02,Kapisa,AF0203,Koh Band,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0603,Surkh Rod,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0913,Khost Wa Fereng,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2111,Char Bolak,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0619,Sherzad,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1708,Kohistan,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0103,Chahar Asyab,2,2025-12-16
coordination-context,operational-presence,AFG,AF10,Bamyan,AF1002,Shibar,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1408,Terezayi,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1108,Zanakhan,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1214,Barmal,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3303,Khak-e-Safed,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1112,Giro,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3206,Pashtun Zarghun,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0307,Ghorband,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2107,Sholgareh,2,2025-12-16
coordination-context,operational-presence,AFG,AF22,Sar-e-Pul,AF2201,Sar-e-Pul,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1402,Mandozayi,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3311,Pur Chaman,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2807,Aqcha,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1717,Tagab,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1816,Chahab,2,2025-12-16
coordination-context,operational-presence,AFG,AF31,Badghis,AF3104,Qadis,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0109,Khak-e-Jabbar,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3205,Zindajan,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2801,Shiberghan,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0608,Khogyani,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1603,Wama,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2902,Pashtun Kot,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0112,Farza,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1102,Wal-e-Muhammad-e-Shahid,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1205,Sar Rawzah,2,2025-12-16
coordination-context,operational-presence,AFG,AF08,Panjsher,AF0804,Khenj,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3307,Anar Dara,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0301,Charikar,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1206,Omna,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0601,Jalalabad,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1114,Jaghuri,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3213,Kohsan,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1606,Kamdesh,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1308,Lija Ahmad Khel,2,2025-12-16
coordination-context,operational-presence,AFG,AF22,Sar-e-Pul,AF2204,Sozmaqala,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1115,Muqur,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1815,Darqad,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1103,Khwaja Umari,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1706,Baharak,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0605,Kama,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1602,Waygal,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1803,Baharak,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3302,Pushtrod,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0613,Kot,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1721,Kofab,2,2025-12-16
coordination-context,operational-presence,AFG,AF25,Uruzgan,AF2504,Shahid-e-Hassas,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3201,Hirat,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3304,Qala-e-Kah,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1216,Dila,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0908,Deh Salah,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3004,Nahr-e-Saraj,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1412,Shamal,2,2025-12-16
coordination-context,operational-presence,AFG,AF05,Logar,AF0503,Charkh,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1703,Arghanj Khwah,2,2025-12-16
coordination-context,operational-presence,AFG,AF31,Badghis,AF3106,Jawand,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0310,Shekh Ali,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2805,Qush Tepa,2,2025-12-16
coordination-context,operational-presence,AFG,AF22,Sar-e-Pul,AF2205,Sancharak,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0107,Musahi,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1509,Chawkay,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3202,Injil,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1304,Shawak,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0105,Deh Sabz,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0115,Surobi,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0618,Lalpur,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2309,Tolak,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2802,Khwaja Dukoh,2,2025-12-16
coordination-context,operational-presence,AFG,AF02,Kapisa,AF0204,Hisa-e-Awal-e-Kohistan,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3006,Garmser,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1814,Khwaja Bahawuddin,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1202,Mata Khan,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1502,Marawara,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1503,Watapur,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2711,Spin Boldak,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1204,Yahya Khel,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2113,Kaldar,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2710,Maywand,2,2025-12-16
coordination-context,operational-presence,AFG,AF25,Uruzgan,AF2507,Gizab,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1714,Raghestan,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1413,Jaji Maydan,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1513,Chapa Dara,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1725,Zebak,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2409,Patoo,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3007,Nawzad,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1212,Ziruk,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0607,Rodat,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0612,Dara-e-Nur,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2808,Fayzabad,2,2025-12-16
coordination-context,operational-presence,AFG,AF08,Panjsher,AF0803,Dara,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0622,Dur Baba,2,2025-12-16
coordination-context,operational-presence,AFG,AF07,Laghman,AF0705,Dawlatshah,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2903,Khwaja Sabz Posh,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1404,Tani,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2109,Dawlat Abad,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1728,Wakhan,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2115,Zari,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0407,Hesa-e-Awal-e-Behsud,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0617,Muhmand Dara,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2404,Khadir,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1411,Spera,2,2025-12-16
coordination-context,operational-presence,AFG,AF19,Kunduz,AF1902,Chahar Darah,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0102,Paghman,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2804,Mingajik,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2707,Khakrez,2,2025-12-16
coordination-context,operational-presence,AFG,AF19,Kunduz,AF1905,Imam Sahib,2,2025-12-16
coordination-context,operational-presence,AFG,AF07,Laghman,AF0703,Alishang,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2407,Sang-e-Takht,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3003,Nawa-e-Barakzaiy,2,2025-12-16
coordination-context,operational-presence,AFG,AF20,Samangan,AF2005,Ruy-e-Duab,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1118,Ajristan,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1812,Dasht-e-Qala,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2811,Darzab,2,2025-12-16
coordination-context,operational-presence,AFG,AF20,Samangan,AF2004,Feroz Nakhchir,2,2025-12-16
