category,subcategory,location_code,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,hapi_updated_date
coordination-context,operational-presence,AFG,AF08,Panjsher,AF0801,Bazarak,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2703,Daman,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0308,Koh-e-Safi,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1511,Ghazi Abad,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3214,Shindand,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0906,Khinjan,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0304,Sayed Khel,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3301,Farah,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2110,Khulm,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1401,Matun,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1712,Shuhada,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2305,Pasaband,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1217,Wazakhah,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1718,Yamgan,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1705,Khash,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3212,Obe,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1306,Sayed Karam,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2609,Nawbahar,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1604,Nurgaram,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3309,Lash-e-Juwayn,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2608,Atghar,2,2025-12-16
coordination-context,operational-presence,AFG,AF22,Sar-e-Pul,AF2202,Sayad,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1515,Nari,2,2025-12-16
coordination-context,operational-presence,AFG,AF34,Nimroz,AF3402,Kang,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1804,Bangi,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0621,Hesarak,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0903,Doshi,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2709,Ghorak,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1410,Qalandar,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0113,Estalef,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1117,Gelan,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2706,Shah Wali Kot,2,2025-12-16
coordination-context,operational-presence,AFG,AF20,Samangan,AF2007,Dara-e-Suf-e-Bala,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2302,DoLayna,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1813,Warsaj,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0907,Andarab,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1406,Nadir Shah Kot,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1111,Qara Bagh,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0110,Kalakan,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3209,Adraskan,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2912,Qurghan,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1501,Asad Abad,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1407,Sabari,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1218,Wormamay,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3211,Ghoryan,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2610,Shamul Zayi,2,2025-12-16
coordination-context,operational-presence,AFG,AF25,Uruzgan,AF2503,Chora,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2104,Charkent,2,2025-12-16
coordination-context,operational-presence,AFG,AF34,Nimroz,AF3405,Khashrod,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3305,Shibkoh,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1219,Turwo,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2402,Shahrestan,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1810,Rostaq,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1809,Khwaja Ghar,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1605,Duab,2,2025-12-16
coordination-context,operational-presence,AFG,AF07,Laghman,AF0704,Alingar,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2806,Khamyab,2,2025-12-16
coordination-context,operational-presence,AFG,AF19,Kunduz,AF1904,Khan Abad,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1101,Ghazni,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0614,Goshta,2,2025-12-16
coordination-context,operational-presence,AFG,AF05,Logar,AF0502,Baraki Barak,2,2025-12-16
coordination-context,operational-presence,AFG,AF28,Jawzjan,AF2809,Mardyan,2,2025-12-16
coordination-context,operational-presence,AFG,AF31,Badghis,AF3105,Bala Murghab,2,2025-12-16
coordination-context,operational-presence,AFG,AF05,Logar,AF0504,Khoshi,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0901,Pul-e-Khumri,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3012,Baghran,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2907,Qaysar,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2103,Dehdadi,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0401,Maydan Shahr,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1119,Nawa,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2405,Kiti,2,2025-12-16
coordination-context,operational-presence,AFG,AF33,Farah,AF3310,Gulistan,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2406,Miramor,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2905,Bilcheragh,2,2025-12-16
coordination-context,operational-presence,AFG,AF20,Samangan,AF2001,Aybak,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2114,Keshendeh,2,2025-12-16
coordination-context,operational-presence,AFG,AF10,Bamyan,AF1005,Yakawlang,2,2025-12-16
coordination-context,operational-presence,AFG,AF20,Samangan,AF2006,Dara-e-Suf-e-Payin,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0610,Deh Bala,2,2025-12-16
coordination-context,operational-presence,AFG,AF05,Logar,AF0506,Kharwar,2,2025-12-16
coordination-context,operational-presence,AFG,AF22,Sar-e-Pul,AF2207,Balkhab,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1805,Chal,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1105,Deh Yak,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2105,Marmul,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3203,Guzara,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1215,Giyan,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0909,Khwaja Hejran,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1310,Chamkani,2,2025-12-16
coordination-context,operational-presence,AFG,AF15,Kunar,AF1504,Narang,2,2025-12-16
coordination-context,operational-presence,AFG,AF11,Ghazni,AF1110,Nawur,2,2025-12-16
coordination-context,operational-presence,AFG,AF09,Baghlan,AF0904,Nahrin,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1311,Dand Wa Patan,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0405,Saydabad,2,2025-12-16
coordination-context,operational-presence,AFG,AF19,Kunduz,AF1906,Dasht-e-Archi,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2908,Garzewan,2,2025-12-16
coordination-context,operational-presence,AFG,AF25,Uruzgan,AF2505,Khas Uruzgan,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0402,Nerkh,2,2025-12-16
coordination-context,operational-presence,AFG,AF20,Samangan,AF2003,Khuram Wa Sarbagh,2,2025-12-16
coordination-context,operational-presence,AFG,AF04,Maidan Wardak,AF0404,Chak-e-Wardak,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2716,Reg,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1713,Shahr-e-Buzorg,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1211,Urgun,2,2025-12-16
coordination-context,operational-presence,AFG,AF08,Panjsher,AF0802,Rukha,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0609,Bati Kot,2,2025-12-16
coordination-context,operational-presence,AFG,AF10,Bamyan,AF1003,Sayghan,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2101,Mazar-e-Sharif,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1608,Barg-e-Matal,2,2025-12-16
coordination-context,operational-presence,AFG,AF31,Badghis,AF3103,Muqur,2,2025-12-16
coordination-context,operational-presence,AFG,AF12,Paktika,AF1213,Nika,2,2025-12-16
coordination-context,operational-presence,AFG,AF24,Daykundi,AF2401,Nili,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1307,Jaji,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0114,Qara Bagh,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0604,Chaparhar,2,2025-12-16
coordination-context,operational-presence,AFG,AF14,Khost,AF1409,Bak,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1811,Eshkmesh,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1817,Yangi Qala,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1301,Gardez,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2301,Feroz Koh,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2605,Arghandab,2,2025-12-16
coordination-context,operational-presence,AFG,AF01,Kabul,AF0101,Kabul,2,2025-12-16
coordination-context,operational-presence,AFG,AF03,Parwan,AF0305,Jabal Saraj,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2607,Daychopan,2,2025-12-16
coordination-context,operational-presence,AFG,AF16,Nuristan,AF1601,Parun,2,2025-12-16
coordination-context,operational-presence,AFG,AF21,Balkh,AF2116,Sharak-e-Hayratan,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1305,Zadran,2,2025-12-16
coordination-context,operational-presence,AFG,AF27,Kandahar,AF2712,Nesh,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1302,Ahmadaba,2,2025-12-16
coordination-context,operational-presence,AFG,AF18,Takhar,AF1806,Namak Ab,2,2025-12-16
coordination-context,operational-presence,AFG,AF06,Nangarhar,AF0620,Nazyan,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3215,Farsi,2,2025-12-16
coordination-context,operational-presence,AFG,AF23,Ghor,AF2308,Taywarah,2,2025-12-16
coordination-context,operational-presence,AFG,AF07,Laghman,AF0701,Mehtarlam,2,2025-12-16
coordination-context,operational-presence,AFG,AF34,Nimroz,AF3401,Zaranj,2,2025-12-16
coordination-context,operational-presence,AFG,AF13,Paktya,AF1309,Jani Khel,2,2025-12-16
coordination-context,operational-presence,AFG,AF26,Zabul,AF2611,Kakar,2,2025-12-16
coordination-context,operational-presence,AFG,AF29,Faryab,AF2904,Almar,2,2025-12-16
coordination-context,operational-presence,AFG,AF32,Hirat,AF3210,Kushk-e-Kuhna,2,2025-12-16
coordination-context,operational-presence,AFG,AF31,Badghis,AF3102,Ab Kamari,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1709,Yawan,2,2025-12-16
coordination-context,operational-presence,AFG,AF17,Badakhshan,AF1710,Jorm,2,2025-12-16
coordination-context,operational-presence,AFG,AF30,Hilmand,AF3008,Sangin,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1703,Arghanj Khwah,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1702,Argo,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1706,Baharak,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1707,Darayem,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1727,Darwaz-e-Balla,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1723,Eshkashem,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1701,Fayzabad,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1710,Jorm,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1715,Keshem,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1705,Khash,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1720,Khwahan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1721,Kofab,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1708,Kohistan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1726,Koran Wa Monjan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1714,Raghestan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1713,Shahr-e-Buzorg,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1724,Shaki,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1719,Shighnan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1712,Shuhada,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1717,Tagab,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1711,Teshkan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1728,Wakhan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1716,Warduj,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1704,Yaftal-e-Sufla,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1718,Yamgan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1709,Yawan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF17,Badakhshan,AF1725,Zebak,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,AF3102,Ab Kamari,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,AF3105,Bala Murghab,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,AF3107,Ghormach,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,AF3106,Jawand,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,AF3103,Muqur,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,AF3104,Qadis,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,AF3101,Qala-e-Naw,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF31,Badghis,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0907,Andarab,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0905,Baghlan-e-Jadid,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0910,Burka,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0902,Dahana-e-Ghori,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0908,Deh Salah,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0903,Doshi,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0906,Khinjan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0913,Khost Wa Fereng,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0909,Khwaja Hejran,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0904,Nahrin,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0912,Pul-e-Hisar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0901,Pul-e-Khumri,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,AF0911,Tala Wa Barfak,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF09,Baghlan,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2106,Balkh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2111,Char Bolak,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2104,Charkent,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2108,Chemtal,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2109,Dawlat Abad,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2103,Dehdadi,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2113,Kaldar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2114,Keshendeh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2110,Khulm,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2105,Marmul,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2101,Mazar-e-Sharif,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2102,Nahr-e-Shahi,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2116,Sharak-e-Hayratan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2107,Sholgareh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2112,Shortepa,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF21,Balkh,AF2115,Zari,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,AF1001,Bamyan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,AF1004,Kahmard,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,AF1006,Panjab,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,AF1003,Sayghan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,AF1002,Shibar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,AF1007,Waras,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF10,Bamyan,AF1005,Yakawlang,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2403,Ashtarlay,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2408,Kajran,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2404,Khadir,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2405,Kiti,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2406,Miramor,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2401,Nili,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2409,Patoo,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2407,Sang-e-Takht,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,AF2402,Shahrestan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF24,Daykundi,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3307,Anar Dara,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3308,Bakwa,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3306,Bala Buluk,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3301,Farah,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3310,Gulistan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3303,Khak-e-Safed,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3309,Lash-e-Juwayn,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3311,Pur Chaman,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3302,Pushtrod,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3304,Qala-e-Kah,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,AF3305,Shibkoh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF33,Farah,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2904,Almar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2913,Andkhoy,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2905,Bilcheragh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2909,Dawlat Abad,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2908,Garzewan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2914,Khan-e-Char Bagh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2903,Khwaja Sabz Posh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2910,Kohistan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2901,Maymana,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2902,Pashtun Kot,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2911,Qaram Qul,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2907,Qaysar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2912,Qurghan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,AF2906,Shirin Tagab,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF29,Faryab,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1113,Ab Band,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1118,Ajristan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1107,Andar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1105,Deh Yak,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1117,Gelan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1101,Ghazni,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1112,Giro,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1106,Jaghatu,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1114,Jaghuri,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1103,Khwaja Umari,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1116,Malistan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1115,Muqur,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1119,Nawa,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1110,Nawur,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1111,Qara Bagh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1109,Rashidan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1104,Waghaz,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1102,Wal-e-Muhammad-e-Shahid,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF11,Ghazni,AF1108,Zanakhan,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2304,Charsadra,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2303,Dawlatyar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2302,DoLayna,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2301,Feroz Koh,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2305,Pasaband,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2310,Saghar,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2306,Shahrak,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2308,Taywarah,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,AF2309,Tolak,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF23,Ghor,,,1,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3012,Baghran,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3013,Deh-e-Shu,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3006,Garmser,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3010,Kajaki,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3001,Lashkargah,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3009,Musa Qala,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3002,Nad-e-Ali,2,2025-12-16
affected-people,humanitarian-needs,AFG,AF30,Hilmand,AF3004,Nahr-e-Saraj,2,2025-12-16
