origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
AFG,True,True,URY,False,True,REF,f,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,f,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,m,18-59,18,59,6,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,m,all,None,None,6,2024-01-01,2024-12-31
AFG,True,True,URY,False,True,REF,all,all,None,None,6,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,f,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,f,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,f,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,m,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,m,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,ASY,all,all,None,None,10897,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,f,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,f,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,f,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,m,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,m,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,USA,False,False,REF,all,all,None,None,46137,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,f,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,f,18-59,18,59,5,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,f,all,None,None,5,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,m,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,m,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,UZB,False,False,REF,all,all,None,None,8505,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,f,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,f,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,f,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,m,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,m,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,VEN,True,True,REF,all,all,None,None,10,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,f,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,f,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,f,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,m,18-59,18,59,5,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,m,all,None,None,5,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,ASY,all,all,None,None,5,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,f,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,f,18-59,18,59,5,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,f,all,None,None,5,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,m,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,m,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,ZAF,False,False,REF,all,all,None,None,5,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,f,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,f,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,f,all,None,None,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,m,12-17,12,17,7,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,m,18-59,18,59,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,m,all,None,None,7,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,ASY,all,all,None,None,7,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,f,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,f,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,f,12-17,12,17,5,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,f,18-59,18,59,5,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,f,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,f,all,None,None,10,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,m,0-4,0,4,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,m,5-11,5,11,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,m,12-17,12,17,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,m,18-59,18,59,7,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,m,60+,60,None,0,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,m,all,None,None,7,2024-01-01,2024-12-31
AFG,True,True,ZMB,False,True,REF,all,all,None,None,17,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,f,0-4,0,4,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,f,5-11,5,11,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,f,12-17,12,17,5,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,f,18-59,18,59,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,f,all,None,None,5,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,m,0-4,0,4,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,m,5-11,5,11,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,m,12-17,12,17,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,m,18-59,18,59,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,m,60+,60,None,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,m,all,None,None,0,2024-01-01,2024-12-31
BGD,False,True,AFG,True,True,ASY,all,all,None,None,5,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,f,0-4,0,4,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,f,5-11,5,11,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,f,12-17,12,17,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,f,18-59,18,59,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,f,all,None,None,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,m,0-4,0,4,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,m,5-11,5,11,5,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,m,12-17,12,17,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,m,18-59,18,59,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,m,60+,60,None,0,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,m,all,None,None,5,2024-01-01,2024-12-31
IND,False,False,AFG,True,True,ASY,all,all,None,None,5,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,f,0-4,0,4,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,f,5-11,5,11,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,f,12-17,12,17,7,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,f,18-59,18,59,18,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,f,all,None,None,25,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,m,0-4,0,4,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,m,5-11,5,11,6,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,m,12-17,12,17,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,m,18-59,18,59,24,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,m,60+,60,None,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,m,all,None,None,30,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,ASY,all,all,None,None,55,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,f,0-4,0,4,6,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,f,5-11,5,11,5,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,f,12-17,12,17,9,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,f,18-59,18,59,6,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,f,60+,60,None,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,f,all,None,None,26,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,m,0-4,0,4,8,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,m,5-11,5,11,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,m,12-17,12,17,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,m,18-59,18,59,5,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,m,60+,60,None,0,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,m,all,None,None,13,2024-01-01,2024-12-31
IRN,False,True,AFG,True,True,REF,all,all,None,None,39,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,f,0-4,0,4,24,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,f,5-11,5,11,40,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,f,12-17,12,17,21,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,f,18-59,18,59,64,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,f,all,None,None,149,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,m,0-4,0,4,29,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,m,5-11,5,11,31,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,m,12-17,12,17,31,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,m,18-59,18,59,54,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,m,60+,60,None,5,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,m,all,None,None,150,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,ASY,all,all,None,None,299,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,f,0-4,0,4,2181,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,f,5-11,5,11,2414,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,f,12-17,12,17,1422,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,f,18-59,18,59,4568,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,f,60+,60,None,465,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,f,all,None,None,11050,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,m,0-4,0,4,1969,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,m,5-11,5,11,2473,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,m,12-17,12,17,1261,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,m,18-59,18,59,3482,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,m,60+,60,None,592,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,m,all,None,None,9777,2024-01-01,2024-12-31
PAK,False,True,AFG,True,True,REF,all,all,None,None,20827,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,f,0-4,0,4,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,f,5-11,5,11,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,f,12-17,12,17,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,f,18-59,18,59,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,f,60+,60,None,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,f,all,None,None,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,m,0-4,0,4,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,m,5-11,5,11,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,m,12-17,12,17,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,m,18-59,18,59,6,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,m,60+,60,None,0,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,m,all,None,None,6,2024-01-01,2024-12-31
TJK,False,False,AFG,True,True,ASY,all,all,None,None,6,2024-01-01,2024-12-31
AFG,True,True,AFG,True,True,OOC,f,0-4,0,4,14272,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,f,5-11,5,11,16027,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,f,12-17,12,17,12892,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,f,18-59,18,59,30905,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,f,60+,60,None,1573,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,f,all,None,None,75669,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,m,0-4,0,4,14873,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,m,5-11,5,11,16545,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,m,12-17,12,17,12429,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,m,18-59,18,59,27806,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,m,60+,60,None,2995,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,m,all,None,None,74648,2015-01-01,2015-12-31
AFG,True,True,AFG,True,True,OOC,all,all,None,None,150317,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,f,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,f,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,f,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,f,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,f,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,f,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,m,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,m,5-11,5,11,5,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,m,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,m,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,m,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,m,all,None,None,5,2015-01-01,2015-12-31
AFG,True,True,ARG,False,True,REF,all,all,None,None,5,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,f,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,f,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,f,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,f,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,f,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,f,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,m,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,m,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,m,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,m,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,m,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,m,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,ASY,all,all,None,None,1422,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,f,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,f,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,f,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,f,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,f,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,f,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,m,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,m,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,m,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,m,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,m,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,m,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUS,False,False,REF,all,all,None,None,7785,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,f,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,f,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,f,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,f,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,f,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,f,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,m,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,m,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,m,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,m,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,m,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,m,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,ASY,all,all,None,None,24267,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,f,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,f,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,f,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,f,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,f,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,f,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,m,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,m,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,m,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,m,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,m,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,m,all,None,None,0,2015-01-01,2015-12-31
AFG,True,True,AUT,False,False,REF,all,all,None,None,17458,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,f,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,f,5-11,5,11,6,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,f,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,f,18-59,18,59,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,f,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,f,all,None,None,6,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,m,0-4,0,4,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,m,5-11,5,11,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,m,12-17,12,17,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,m,18-59,18,59,5,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,m,60+,60,None,0,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,m,all,None,None,5,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,ASY,all,all,None,None,134,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,f,0-4,0,4,22,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,f,5-11,5,11,33,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,f,12-17,12,17,28,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,f,18-59,18,59,112,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,f,60+,60,None,6,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,f,all,None,None,201,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,m,0-4,0,4,32,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,m,5-11,5,11,33,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,m,12-17,12,17,24,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,m,18-59,18,59,301,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,m,60+,60,None,11,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,m,all,None,None,401,2015-01-01,2015-12-31
AFG,True,True,AZE,False,False,REF,all,all,None,None,602,2015-01-01,2015-12-31
