location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,operation,assessment_type,population,reporting_round,reference_period_start,reference_period_end
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,1141,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,1156,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,1156,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,1156,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,1568,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,1750,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,1757,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,2926,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,3386,12,2021-03-30,2021-03-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,4239,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,4590,14,2021-12-31,2021-12-31
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,4222,15,2022-04-30,2022-04-30
AFG,True,True,Baghlan,Khinjan,AF09,Baghlan,AF0906,Khinjan,2,Returns and displacement in Afghanistan,BA,5537,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,441,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,280,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,343,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,462,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,462,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,462,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,735,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,714,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,721,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,665,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,1456,12,2021-03-30,2021-03-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,1449,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,2002,14,2021-12-31,2021-12-31
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,1750,15,2022-04-30,2022-04-30
AFG,True,True,Baghlan,Andarab,AF09,Baghlan,AF0907,Andarab,2,Returns and displacement in Afghanistan,BA,2205,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,448,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,329,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,224,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,224,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,224,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,224,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,364,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,168,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,616,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,651,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,1260,12,2021-03-30,2021-03-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,3245,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,3962,14,2021-12-31,2021-12-31
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,4137,15,2022-04-30,2022-04-30
AFG,True,True,Baghlan,Deh Salah,AF09,Baghlan,AF0908,Deh Salah,2,Returns and displacement in Afghanistan,BA,4798,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,357,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,451,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,140,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,203,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,203,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,203,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,434,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,798,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,217,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,252,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,238,12,2021-03-30,2021-03-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,238,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,4662,14,2021-12-31,2021-12-31
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,5910,15,2022-04-30,2022-04-30
AFG,True,True,Baghlan,Khwaja Hejran,AF09,Baghlan,AF0909,Khwaja Hejran,2,Returns and displacement in Afghanistan,BA,175,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,4536,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,3294,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,4095,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,4161,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,4161,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,4161,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,5477,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,2236,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,672,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,2033,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,2044,12,2021-03-30,2021-03-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,1995,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,3619,14,2021-12-31,2021-12-31
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,3892,15,2022-04-30,2022-04-30
AFG,True,True,Baghlan,Burka,AF09,Baghlan,AF0910,Burka,2,Returns and displacement in Afghanistan,BA,3367,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,1575,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,898,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,672,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,994,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,994,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,994,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,1632,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,1387,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,1772,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,2192,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,2579,12,2021-03-30,2021-03-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,3034,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,6534,14,2021-12-31,2021-12-31
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,6163,15,2022-04-30,2022-04-30
AFG,True,True,Baghlan,Tala Wa Barfak,AF09,Baghlan,AF0911,Tala Wa Barfak,2,Returns and displacement in Afghanistan,BA,5321,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,105,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,140,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,525,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,553,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,553,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,553,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,434,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,609,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,525,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,731,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,534,12,2021-03-30,2021-03-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,524,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,892,14,2021-12-31,2021-12-31
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,792,15,2022-04-30,2022-04-30
AFG,True,True,Baghlan,Pul-e-Hisar,AF09,Baghlan,AF0912,Pul-e-Hisar,2,Returns and displacement in Afghanistan,BA,91,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,462,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,245,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,546,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,588,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,588,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,588,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,588,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,567,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,539,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,350,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Khost Wa Fereng,AF09,Baghlan,AF0913,Khost Wa Fereng,2,Returns and displacement in Afghanistan,BA,2870,16,2022-12-31,2022-12-31
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,49,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,150,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,28,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,42,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,42,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,42,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,168,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,168,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,147,10,2020-06-30,2020-06-30
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,126,11,2020-12-31,2020-12-31
AFG,True,True,Baghlan,Guzargah-e-Nur,AF09,Baghlan,AF0914,Guzargah-e-Nur,2,Returns and displacement in Afghanistan,BA,140,13,2021-06-30,2021-06-30
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,77,2,2017-06-30,2017-06-30
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,139,3,2017-12-31,2017-12-31
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,91,4,2018-03-30,2018-03-30
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,119,5,2018-06-30,2018-06-30
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,119,6,2018-09-30,2018-09-30
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,119,7,2018-12-31,2018-12-31
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,126,8,2019-06-30,2019-06-30
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,98,9,2019-12-31,2019-12-31
AFG,True,True,Baghlan,Fereng Wa Gharu,AF09,Baghlan,AF0915,Fereng Wa Gharu,2,Returns and displacement in Afghanistan,BA,98,10,2020-06-30,2020-06-30
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,39041,6,2018-09-30,2018-09-30
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,39041,7,2018-12-31,2018-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,39041,8,2019-06-30,2019-06-30
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,39041,9,2019-12-31,2019-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,52140,10,2020-06-30,2020-06-30
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,37548,11,2020-12-31,2020-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,37924,12,2021-03-30,2021-03-30
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,38951,13,2021-06-30,2021-06-30
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,41555,14,2021-12-31,2021-12-31
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,42726,15,2022-04-30,2022-04-30
AFG,True,True,Bamyan,,AF10,Bamyan,,,1,Returns and displacement in Afghanistan,BA,36893,16,2022-12-31,2022-12-31
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,20246,6,2018-09-30,2018-09-30
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,20246,7,2018-12-31,2018-12-31
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,20246,8,2019-06-30,2019-06-30
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,20246,9,2019-12-31,2019-12-31
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,28691,10,2020-06-30,2020-06-30
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,24034,11,2020-12-31,2020-12-31
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,24473,12,2021-03-30,2021-03-30
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,24494,13,2021-06-30,2021-06-30
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,25728,14,2021-12-31,2021-12-31
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,25221,15,2022-04-30,2022-04-30
AFG,True,True,Bamyan,Bamyan,AF10,Bamyan,AF1001,Bamyan,2,Returns and displacement in Afghanistan,BA,26640,16,2022-12-31,2022-12-31
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,234,6,2018-09-30,2018-09-30
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,234,7,2018-12-31,2018-12-31
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,234,8,2019-06-30,2019-06-30
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,234,9,2019-12-31,2019-12-31
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,428,10,2020-06-30,2020-06-30
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,361,11,2020-12-31,2020-12-31
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,189,12,2021-03-30,2021-03-30
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,273,13,2021-06-30,2021-06-30
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,368,14,2021-12-31,2021-12-31
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,416,15,2022-04-30,2022-04-30
AFG,True,True,Bamyan,Shibar,AF10,Bamyan,AF1002,Shibar,2,Returns and displacement in Afghanistan,BA,655,16,2022-12-31,2022-12-31
AFG,True,True,Bamyan,Sayghan,AF10,Bamyan,AF1003,Sayghan,2,Returns and displacement in Afghanistan,BA,2137,6,2018-09-30,2018-09-30
