location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,operation,assessment_type,population,reporting_round,reference_period_start,reference_period_end
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,3164,2,2017-06-30,2017-06-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,4760,3,2017-12-31,2017-12-31
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,4760,4,2018-03-30,2018-03-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,4760,5,2018-06-30,2018-06-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,4760,6,2018-09-30,2018-09-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,4760,7,2018-12-31,2018-12-31
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,4760,8,2019-06-30,2019-06-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,4760,9,2019-12-31,2019-12-31
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,8476,10,2020-06-30,2020-06-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,10719,11,2020-12-31,2020-12-31
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,11143,12,2021-03-30,2021-03-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,10741,13,2021-06-30,2021-06-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,9377,14,2021-12-31,2021-12-31
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,9851,15,2022-04-30,2022-04-30
AFG,True,True,Paktya,Dand Wa Patan,AF13,Paktya,AF1311,Dand Wa Patan,2,Returns and displacement in Afghanistan,BA,8822,16,2022-12-31,2022-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,56207,3,2017-12-31,2017-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,60932,4,2018-03-30,2018-03-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,67704,5,2018-06-30,2018-06-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,67704,6,2018-09-30,2018-09-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,67704,7,2018-12-31,2018-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,67517,8,2019-06-30,2019-06-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,67517,9,2019-12-31,2019-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,71476,10,2020-06-30,2020-06-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,72149,11,2020-12-31,2020-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,73247,12,2021-03-30,2021-03-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,77861,13,2021-06-30,2021-06-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,84084,14,2021-12-31,2021-12-31
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,94678,15,2022-04-30,2022-04-30
AFG,True,True,Khost,,AF14,Khost,,,1,Returns and displacement in Afghanistan,BA,103385,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,29372,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,34287,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,40603,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,40603,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,40603,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,39089,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,39089,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,42436,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,43301,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,44290,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,46181,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,47001,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,52431,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Matun,AF14,Khost,AF1401,Matun,2,Returns and displacement in Afghanistan,BA,51848,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,7242,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,7322,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,7793,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,7793,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,7793,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,8404,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,8404,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,9126,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,9245,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,9308,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,9151,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,10607,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,10677,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Mandozayi,AF14,Khost,AF1402,Mandozayi,2,Returns and displacement in Afghanistan,BA,11016,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,3744,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,3864,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,3864,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,3864,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,3864,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,4185,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,4185,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,5050,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,4511,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,4392,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,5433,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,6121,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,6739,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Gurbuz,AF14,Khost,AF1403,Gurbuz,2,Returns and displacement in Afghanistan,BA,9349,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,3696,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,3799,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,4024,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,4024,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,4024,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,4119,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,4119,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,2391,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,2878,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,2853,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,3183,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,3972,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,5102,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Tani,AF14,Khost,AF1404,Tani,2,Returns and displacement in Afghanistan,BA,6091,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,489,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,337,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,342,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,342,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,342,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,647,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,647,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,681,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,658,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,658,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,489,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,962,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,2126,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Musa Khel,AF14,Khost,AF1405,Musa Khel,2,Returns and displacement in Afghanistan,BA,3463,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1648,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1697,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1720,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1720,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1720,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1720,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1720,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1154,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,563,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,563,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,605,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,696,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1461,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Nadir Shah Kot,AF14,Khost,AF1406,Nadir Shah Kot,2,Returns and displacement in Afghanistan,BA,1461,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2783,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2791,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2818,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2818,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2818,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2680,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2680,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2402,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2400,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,2407,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,3274,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,4370,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,4713,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Sabari,AF14,Khost,AF1407,Sabari,2,Returns and displacement in Afghanistan,BA,4631,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,2342,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,2192,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,1825,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,1825,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,1825,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,1958,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,1958,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,2347,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,2729,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,2629,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,2988,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,3457,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,3765,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Terezayi,AF14,Khost,AF1408,Terezayi,2,Returns and displacement in Afghanistan,BA,5836,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,1876,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,1623,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,1617,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,1617,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,1617,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,1617,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,1617,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,2118,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,2475,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,2833,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,3131,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,2760,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,3334,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Bak,AF14,Khost,AF1409,Bak,2,Returns and displacement in Afghanistan,BA,4281,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,129,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,136,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,136,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,136,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,136,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,136,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,136,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,49,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,49,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,35,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,14,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,581,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,146,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Qalandar,AF14,Khost,AF1410,Qalandar,2,Returns and displacement in Afghanistan,BA,146,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,495,3,2017-12-31,2017-12-31
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,286,4,2018-03-30,2018-03-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,286,5,2018-06-30,2018-06-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,286,6,2018-09-30,2018-09-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,286,7,2018-12-31,2018-12-31
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,286,8,2019-06-30,2019-06-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,286,9,2019-12-31,2019-12-31
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,433,10,2020-06-30,2020-06-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,433,11,2020-12-31,2020-12-31
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,433,12,2021-03-30,2021-03-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,433,13,2021-06-30,2021-06-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,440,14,2021-12-31,2021-12-31
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,566,15,2022-04-30,2022-04-30
AFG,True,True,Khost,Spera,AF14,Khost,AF1411,Spera,2,Returns and displacement in Afghanistan,BA,566,16,2022-12-31,2022-12-31
AFG,True,True,Khost,Shamal,AF14,Khost,AF1412,Shamal,2,Returns and displacement in Afghanistan,BA,569,3,2017-12-31,2017-12-31
